symbol,name,currency,exchange,mic_code,country,type,added_date,deleted_date,figi_code
GUFICBIO,Gufic Biosciences Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
GUJALKALI,Gujarat Alkalies and Chemicals Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
GUJAPOLLO,Gujarat Apollo Industries Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
GUJGASLTD,Gujarat Gas Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
GUJRAFFIA,Gujarat Raffia Industries Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
GULFOILLUB,Gulf Oil Lubricants India Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
GULFPETRO,GP Petroleums Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
GULPOLY,Gulshan Polyols Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
GVKPIL,GVK Power & Infrastructure Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
GVPTECH,GVP Infotech Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HAL,Hindustan Aeronautics Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HAPPSTMNDS,Happiest Minds Technologies Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HARDWYN,Hardwyn India Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HARIOMPIPE,Hariom Pipe Industries Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HARRMALAYA,Harrisons Malayalam Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HARSHA,Harsha Engineers International Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HATHWAY,Hathway Cable and Datacom Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HATSUN,Hatsun Agro Product Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HAVELLS,Havells India Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HBLPOWER,HBL Power Systems Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HBSL,HB Stockholdings Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HCC,Hindustan Construction Company Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HCG,HealthCare Global Enterprises Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HCL.INSYS,HCL Infosystems Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HCLTECH,HCL Technologies Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HDFCAMC,HDFC Asset Management Company Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HDFCBANK,HDFC Bank Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HDFCBANK.BL,HDFC BANK,INR,NSE,XNSE,India,Common Stock,2024-10-19,2024-04-06,
HDFCBSE500,HDFC Mutual Fund - HDFC SandP Bse 500 ETF,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HDFCGOLD,HDFC GOLD ETF,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HDFCGROWTH,HDFC AMC Limited - HDFC Mutual Fund - HDFC Nifty Growth Sectors 15 ETF,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HDFCLIFE,HDFC Life Insurance Company Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HDFCLIQUID,HDFC Amc Ltd. - Hdfc Mutual fund - HDFC Nifty 1d Rate Liquid Etf,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HDFCLOWVOL,HDFC AMC Limited - HDFC Mutual Fund - HDFC Nifty 100 Low Volatility 30 ETF,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HDFCMID150,HDFC AMC Limited - HDFC Mutual Fund - HDFC Nifty Midcap 150 ETF,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HDFCMOMENT,HDFC Mutual Fund - HDFC NIFTY 200 Momentum 30 ETF,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HDFCNEXT50,HDFC Mutual Fund - HDFC Nifty Next 50 ETF,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HDFCNIF100,HDFC Nifty 100 ETF,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HDFCNIFBAN,HDFCAMC - HDFCNIFBAN,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HDFCNIFIT,HDFC AMC Limited - HDFC Mutual Fund - HDFC Nifty IT ETF,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HDFCNIFTY,HDFCAMC - HDFCNIFTY,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HDFCPVTBAN,HDFC Amc Ltd. - HDFC Mutual Fund - HDFC Nifty Private Bank ETF,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HDFCQUAL,HDFC AMC Limited - HDFC Mutual Fund - HDFC Nifty 100 Quality 30 ETF,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HDFCSENSEX,HDFCAMC - HDFCSENSEX,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HDFCSILVER,HDFCAMC - HDFCSILVER,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HDFCSML250,HDFC Amc Ltd - HDFC Mutual Fund - HDFC Nifty Smallcap 250 ETF,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HDFCVALUE,HDFC AMC Limited - HDFC Mutual Fund - HDFC Nifty 50 Value 20 ETF,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HDIL,Housing Development and Infrastructure Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HEADSUP,Heads UP Ventures Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HECPROJECT,HEC Infra Projects Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HEG,HEG Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HEIDELBERG,HeidelbergCement India Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HEMIPROP,Hemisphere Properties India Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HERANBA,Heranba Industries Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HERCULES,Hercules Hoists Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HERITGFOOD,Heritage Foods Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HEROMOTOCO,Hero MotoCorp Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HESTERBIO,Hester Biosciences Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HEUBACHIND,Heubach Colorants India Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HEXATRADEX,Hexa Tradex Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HFCL,HFCL Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HGINFRA,H.G. Infra Engineering Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HGS,Hinduja Global Solutions Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HIKAL,Hikal Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HIL,HIL Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HILTON,Hilton Metal Forging Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HIMATSEIDE,Himatsingka Seide Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HINDALCO,Hindalco Industries Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HINDCOMPOS,Hindustan Composites Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HINDCON,Hindcon Chemicals Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HINDCOPPER,Hindustan Copper Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HINDMOTORS,Hindustan Motors Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HINDNATGLS,Hindusthan National Glass & Industries Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HINDOILEXP,Hindustan Oil Exploration Company Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HINDPETRO,Hindustan Petroleum Corporation Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HINDUNILVR,Hindustan Unilever Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HINDWAREAP,Hindware Home Innovation Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HINDZINC,Hindustan Zinc Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HIRECT,Hind Rectifiers Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HISARMETAL,Hisar Metal Industries Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HITECH,Hi-Tech Pipes Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HITECHCORP,Hitech Corporation Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HITECHGEAR,The Hi-Tech Gears Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HLEGLAS,HLE Glascoat Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HLVLTD,HLV Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HMAAGRO,HMA Agro Industries Ltd,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HMT,HMT Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HMVL,Hindustan Media Ventures Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HNDFDS,Hindustan Foods Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HOMEFIRST,Home First Finance Company India Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HOMESFY.SM,HOMESFY REALTY LIM,INR,NSE,XNSE,India,Common Stock,2024-10-19,2024-07-13,
HONAUT,Honeywell Automation India Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HONDAPOWER,Honda Siel Power Products Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HOVS,HOV Services Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HPAL,HP Adhesives Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HPIL,Hindprakash Industries Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HPL,HPL Electric & Power Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HSCL,Himadri Speciality Chemical Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HSIL,HSIL Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HTMEDIA,HT Media Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HUBTOWN,Hubtown Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HUDCO,Housing and Urban Development Corporation Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HUHTAMAKI,Huhtamaki India Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
HYBRIDFIN,Hybrid Financial Services Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
IBREALEST,Indiabulls Real Estate Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
IBULHSGFIN,Indiabulls Housing Finance Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
IBULHSGFIN.AB,Sec Re NCD 9.65% Sr.I,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
IBULHSGFIN.AC,Sec Re NCD 9.25% Sr.II,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
IBULHSGFIN.AG,Sec Re NCD Sr.III,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
IBULHSGFIN.AH,SEC RE NCD 9.90% SR.IV,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
IBULHSGFIN.AI,SEC RE NCD 9.48% SR.V,INR,NSE,XNSE,India,Common Stock,2024-06-27,2024-10-19,
IBULHSGFIN.AJ,Sec Re NCD Sr.VI,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
IBULHSGFIN.AL,Sec Re NCD 10.15% Sr.VII,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
IBULHSGFIN.AN,Sec Re NCD 9.71% Sr.VIII,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
IBULHSGFIN.AP,Sec Re NCD 9.65% Sr I,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
IBULHSGFIN.AR,Sec Re NCD 9.25% Sr II,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
IBULHSGFIN.AT,Sec Re NCD Sr III,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
IBULHSGFIN.AV,Sec Re NCD 9.90% Sr IV,INR,NSE,XNSE,India,Common Stock,2024-05-11,2024-10-19,
IBULHSGFIN.AX,Sec Re NCD 9.48% Sr V,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
IBULHSGFIN.AY,Sec Re NCD Sr VI,INR,NSE,XNSE,India,Common Stock,2024-06-01,2024-10-19,
IBULHSGFIN.AZ,Sec Re NCD 10.15% Sr VII,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
IBULHSGFIN.BC,Sec Re NCD 9.71% Sr VIII,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
IBULHSGFIN.N0,Sec Re NCD 9.39% Sr.VIII,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
IBULHSGFIN.Z5,Sec Re NCD 8.94% Sr.VI,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
IBULHSGFIN.Z7,Sec Re NCD 9.55% Sr.VII,INR,NSE,XNSE,India,Common Stock,2024-06-27,2024-10-19,
IBULHSGFIN.Z9,Sec Re NCD 9.15% Sr.VIII,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
IBULHSGFIN.ZB,Sec Re NCD 9.05% Sr.I,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
IBULHSGFIN.ZK,Sec Re NCD 8.94% Sr.VI,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
IBULHSGFIN.ZR,Sec Re NCD 8.94% Sr.II,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
IBULHSGFIN.ZS,Sec Re NCD Sr.III,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
IBULHSGFIN.ZW,Sec Re NCD 9.16% Sr.V,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
IBULHSGFIN.ZX,Sec Re NCD Sr.VI,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
ICDSLTD,ICDS Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
ICEMAKE,Ice Make Refrigeration Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
ICICI10GS,ICICI Prudential Asset Management Company Limited - Nifty 10 Year Benchmark G-Sec ETF,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
ICICI5GSEC,Icici Prudential Amc Ltd. - Icici Prudential Mutual Fund - Icici Prudential 5 Year G-Sec ETF,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
ICICIBANK,ICICI Bank Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
ICICICOMMO,ICICI Prudential Amc Ltd. - ICICI Prudential Mutual Fund - ICICI Prudential Nifty Commodities Etf,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
ICICIFIN,ICICI Prudential Amc Ltd. - ICICI Prudential MF - ICICI Prudential Nifty Financial Fund,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
ICICIGI,ICICI Lombard General Insurance Company Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
ICICIINFRA,ICICI Prudential Nifty Infrastructure ETF,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
ICICIMOM30,ICICI Prudential Nifty 200 Momentum 30 ETF,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
ICICIQTY30,ICICI Prudential Mutual Fund - ICICI Prudential Nifty 200 Quality 30 Etf Fund,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
ICIL,Indo Count Industries Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
ICRA,ICRA Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
IDBI,IDBI Bank Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
IDEA,Vodafone Idea Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
IDEAFORGE,ideaForge Technology Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
IDFC,IDFC Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
IDFCFIRSTB,IDFC First Bank Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
IDFCFIRSTB.BL,IDFC FIRST BANK,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
IEL,Indiabulls Enterprises Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
IEX,Indian Energy Exchange Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
IFBAGRO,IFB Agro Industries Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
IFBIND,IFB Industries Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
IFCI,IFCI Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
IFGLEXPOR,IFGL Refractories Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
IGARASHI,Igarashi Motors India Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
IGL,Indraprastha Gas Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
IGPL,I G Petrochemicals Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
IIFL,IIFL Finance Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
IIFL.BL,IIFL FINANCE LTD,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
IIFLSEC,IIFL Securities Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
IIFLSEC.BL,IIFL SECURITIES,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
IIFL.Y0,Sec Re NCD 9% Sr.VI,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
IITL,Industrial Investment Trust Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
IKIO,IKIO Lighting Ltd,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
IL&FSENGG,IL&FS Engineering and Construction Company Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
IL&FSTRANS,IL&FS Transportation Networks Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
IMAGICAA,Imagicaaworld Entertainment Ltd,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
IMC1.N0,Sec Re NCGB 8.25% STRPP A,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
IMFA,Indian Metals and Ferro Alloys Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
IMPAL,India Motor Parts and Accessories Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
IMPEXFERRO,Impex Ferro Tech Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
INCREDIBLE,Incredible Industries Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
INDBANK,Indbank Merchant Banking Services Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
INDHOTEL,The Indian Hotels Company Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
INDIACEM,The India Cements Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
INDIAGLYCO,India Glycols Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
INDIAMART,IndiaMART InterMESH Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
INDIANB,Indian Bank,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
INDIANCARD,The Indian Card Clothing Company Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
INDIANHUME,The Indian Hume Pipe Company Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
INDIGO,InterGlobe Aviation Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
INDIGOPNTS,Indigo Paints Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
INDIGRID.IV,INDIA GRID TRUST,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
INDLMETER,IMP Powers Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
INDNIPPON,India Nippon Electricals Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
INDNIPPON.BL,INDIA NIPPON ELECT,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
INDOAMIN,Indo Amines Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
INDOBORAX,Indo Borax & Chemicals Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
INDOCO,Indoco Remedies Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
INDORAMA,Indo Rama Synthetics ,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
INDOSOLAR,Indosolar Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
INDOSTAR,IndoStar Capital Finance Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
INDOTECH,Indo Tech Transformers Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
INDOTHAI,Indo Thai Securities Ltd.,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
INDOWIND,Indowind Energy Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
INDRAMEDCO,Indraprastha Medical Corporation Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
INDSWFTLAB,Ind-Swift Laboratories Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
INDSWFTLTD,Ind-Swift Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
INDTERRAIN,Indian Terrain Fashions Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
INDUSINDBK,IndusInd Bank Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
INDUSTOWER,Indus Towers Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
INEOSSTYRO,INEOS Styrolution India Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
INFIBEAM,Infibeam Avenues Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
INFIBEAM.BL,INFIBEAM AVENUES L,INR,NSE,XNSE,India,Common Stock,2024-05-19,2024-10-19,
INFINIUM.SM,Infinium Pharmachem Ltd,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
INFOBEAN,InfoBeans Technologies Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
INFOLLION.SM,INFOLLION RESEARCH,INR,NSE,XNSE,India,Common Stock,2024-10-19,2024-10-05,
INFOMEDIA,Infomedia Press Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
INFY,Infosys Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
INFY.BL,INFOSYS LTD,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
INGERRAND,Ingersoll-Rand ,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
INNOVANA.SM,INNOVANA THINKLABS,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
INNOVATIVE.ST,INNOVATIVE TYRES &,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
INOXGREEN,INOX Green Energy Services Ltd,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
INOXLEISUR,INOX Leisure Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
INOXWIND,Inox Wind Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
INOXWIND.BL,INOX WIND LTD,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
INSECTICID,Insecticides ,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
INSPIRISYS,Inspirisys Solutions Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
INTELLECT,Intellect Design Arena Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
INTENTECH,Intense Technologies Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
INTLCONV,Intl Conveyors Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
INVENTURE,Inventure Growth & Securities Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
IOB,Indian Overseas Bank,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
IOC,Indian Oil Corporation Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
IOLCP,IOL Chemicals and Pharmaceuticals Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
IONEXCHANG,Ion Exchange ,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
IPCALAB,Ipca Laboratories Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
IPL,India Pesticides Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
IPRU8607.MF,ICICI PRUDENTIAL A FXD MATU PL ,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
IPSL.SM,INTEGRATED PERSONN,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
IRB,IRB Infrastructure Developers Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
IRBINVIT.IV,IRB INVIT FUND,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
IRCON,Ircon International Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
IRCTC,Indian Railway Catering & Tourism Corporation Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
IRFC,Indian Railway Finance Corporation Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
IRIS,IRIS Business Services Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
IRISDOREME,Iris Clothings Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
ISEC,ICICI Securities Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
ISFT,IntraSoft Technologies Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
ISGEC,Isgec Heavy Engineering Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
ISHAN.SM,ISHAN INTERNATIONA,INR,NSE,XNSE,India,Common Stock,2024-10-19,2024-04-20,
ISMTLTD,ISMT Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
ITBEES,Nippon India Mutual Fund - Nippon India ETF Nifty IT,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
ITC,ITC Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
ITDC,India Tourism Development Corporation Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
ITDCEM,ITD Cementation India Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
ITI,ITI Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
IVC,IL&FS Investment Managers Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
IVP,IVP Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
IWEL,Inox Wind Energy Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
IZMO,IZMO Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
JAGRAN,Jagran Prakashan Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
